county,office,candidate,party,absentee,early_votes,election_day,votes,district,,
Polk,State Representative,Jerry Cheevers,Rep,1111,,2118,3229,34,,
Polk,State Representative,Marrianna Collins,Lib,229,,361,590,34,,
Polk,State Representative,Ako Abdul-Samad,Dem,2578,,3104,5682,35,,
Polk,State Representative,John Callahan,Lib,520,,1032,1552,35,,
Polk,State Representative,Marti Anderson,Dem,5044,,6202,11246,36,,
Polk,State Representative,Joseph Howe,Lib,711,,1976,2687,36,,
Polk,State Representative,John Landon,Rep,3816,,6612,10428,37,,
Polk,State Representative,Andrew Rasmussen,Dem,4758,,4860,9618,37,,
Polk,State Representative,Kevin Koester,Rep,2739,,4971,7710,38,,
Polk,State Representative,Heather Matson,Dem,4014,,4202,8216,38,,
Polk,State Representative,Jake Highfill,Rep,3419,,5934,9353,39,,
Polk,State Representative,Karin Derry,Dem,4891,,4767,9658,39,,
Polk,State Representative,Anthony Junk,Lib,124,,238,362,39,,
Polk,State Representative,John Forbes,Dem,5223,,6342,11565,40,,
Polk,State Representative,Jo Oldson,Dem,5961,,6318,12279,41,,
Polk,State Representative,Claudia Addy,Ind,707,,1402,2109,41,,
Polk,State Representative,Peter Cownie,Rep,2765,,4150,6915,42,,
Warren,State Representative,Peter Cownie,Rep,82,,158,240,42,,
Polk,State Representative,Kristin Sunde,Dem,4067,,4150,8217,42,,
Warren,State Representative,Kristin Sunde,Dem,37,,92,129,42,,
Polk,State Representative,Michael Boal,Rep,2397,,4034,6431,43,,
Polk,State Representative,Jennifer Konfrst,Dem,4340,,4512,8852,43,,
Polk,State Representative,Chad Brewbaker,Lib,89,,229,318,43,,
Dallas,State Representative,Anna Bergman,Rep,3914,,6045,9959,44,,
Dallas,State Representative,Kenan Judge,Dem,4959,,6210,11169,44,,
Dallas,State Representative,Gabriel Thomson,Lib,124,,345,469,44,,
Story,State Representative,Ben Brown,Rep,1424,,2918,4342,45,,
Story,State Representative,Beth Wessel-Kroeschell,Dem,4357,,5250,9607,45,,
Story,State Representative,Lisa K. Heddens,Dem,4441,,6284,10725,46,,
Boone,State Representative,Phil Thompson,Rep,1961,,2651,4612,47,,
Greene,State Representative,Phil Thompson,Rep,894,,1350,2244,47,,
Boone,State Representative,David Weaver,Dem,2233,,2044,4277,47,,
Greene,State Representative,David Weaver,Dem,808,,889,1697,47,,
Boone,State Representative,Patrick A. Shaw,Lib,126,,212,338,47,,
Greene,State Representative,Patrick A. Shaw,Lib,30,,56,86,47,,
Boone,State Representative,Robert P. Bacon,Rep,543,,899,1442,48,,
Hamilton,State Representative,Robert P. Bacon,Rep,1348,,2458,3806,48,,
Story,State Representative,Robert P. Bacon,Rep,582,,1153,1735,48,,
Webster,State Representative,Robert P. Bacon,Rep,293,,776,1069,48,,
Boone,State Representative,Tim Winter,Dem,512,,687,1199,48,,
Hamilton,State Representative,Tim Winter,Dem,1166,,1219,2385,48,,
Story,State Representative,Tim Winter,Dem,630,,776,1406,48,,
Webster,State Representative,Tim Winter,Dem,242,,411,653,48,,
Hardin,State Representative,Dave Deyoe,Rep,902,,1002,1904,49,,
Story,State Representative,Dave Deyoe,Rep,1840,,4206,6046,49,,
Hardin,State Representative,Brenda Brink,Dem,466,,413,879,49,,
Story,State Representative,Brenda Brink,Dem,1936,,2709,4645,49,,
Hardin,State Representative,John Evans,Lib,36,,60,96,49,,
Story,State Representative,John Evans,Lib,95,,342,437,49,,
Butler,State Representative,Pat Grassley,Rep,635,,1489,2124,50,,
Grundy,State Representative,Pat Grassley,Rep,1164,,2771,3935,50,,
Hardin,State Representative,Pat Grassley,Rep,926,,1778,2704,50,,
Butler,State Representative,Dennis Evans,Dem,345,,700,1045,50,,
Grundy,State Representative,Dennis Evans,Dem,560,,1209,1769,50,,
Hardin,State Representative,Dennis Evans,Dem,669,,863,1532,50,,
Howard,State Representative,Jane Bloomingdale,Rep,589,,1384,1973,51,,
Mitchell,State Representative,Jane Bloomingdale,Rep,923,,1784,2707,51,,
Winneshiek,State Representative,Jane Bloomingdale,Rep,282,,336,618,51,,
Worth,State Representative,Jane Bloomingdale,Rep,470,,1611,2081,51,,
Howard,State Representative,Tim Knutson,Dem,625,,1005,1630,51,,
Mitchell,State Representative,Tim Knutson,Dem,787,,998,1785,51,,
Winneshiek,State Representative,Tim Knutson,Dem,192,,204,396,51,,
Worth,State Representative,Tim Knutson,Dem,469,,974,1443,51,,
Cerro Gordo,State Representative,Todd Prichard,Dem,200,,414,614,52,,
Chickasaw,State Representative,Todd Prichard,Dem,1951,,2066,4017,52,,
Floyd,State Representative,Todd Prichard,Dem,1960,,2874,4834,52,,
Cerro Gordo,State Representative,Sharon Steckman,Dem,4248,,5539,9787,53,,
Butler,State Representative,Linda Upmeyer,Rep,804,,1571,2375,54,,
Cerro Gordo,State Representative,Linda Upmeyer,Rep,1511,,3044,4555,54,,
Franklin,State Representative,Linda Upmeyer,Rep,1060,,2380,3440,54,,
Clayton,State Representative,Michael Bergan,Rep,209,,373,582,55,,
Fayette,State Representative,Michael Bergan,Rep,829,,1406,2235,55,,
Winneshiek,State Representative,Michael Bergan,Rep,2048,,2059,4107,55,,
Clayton,State Representative,Kayla Koether,Dem,269,,299,568,55,,
Fayette,State Representative,Kayla Koether,Dem,697,,954,1651,55,,
Winneshiek,State Representative,Kayla Koether,Dem,2962,,1734,4696,55,,
Allamakee,State Representative,Anne Osmundson,Rep,1186,,1904,3090,56,,
Clayton,State Representative,Anne Osmundson,Rep,1327,,2673,4000,56,,
Allamakee,State Representative,Lori Egan,Dem,1260,,1269,2529,56,,
Clayton,State Representative,Lori Egan,Dem,956,,1651,2607,56,,
Dubuque,State Representative,Shannon Lundgren,Rep,3350,,5305,8655,57,,
Dubuque,State Representative,Nancy Fett,Dem,3380,,3247,6627,57,,
Dubuque,State Representative,Lucas J. Link,Lib,163,,308,471,57,,
Dubuque,State Representative,Andy McKean,Rep,221,,470,691,58,,
Jackson,State Representative,Andy McKean,Rep,2261,,3501,5762,58,,
Jones,State Representative,Andy McKean,Rep,856,,1695,2551,58,,
Dubuque,State Representative,Joe Oclon,Dem,162,,267,429,58,,
Jackson,State Representative,Joe Oclon,Dem,1300,,1274,2574,58,,
Jones,State Representative,Joe Oclon,Dem,405,,596,1001,58,,
Black Hawk,State Representative,Bob Kressig,Dem,4111,,6320,10431,59,,
Black Hawk,State Representative,Walt Rogers,Rep,2878,,4833,7711,60,,
Black Hawk,State Representative,Dave Williams,Dem,3651,,4294,7945,60,,
Black Hawk,State Representative,Timi Brown-Powers,Dem,2950,,4646,7596,61,,
Black Hawk,State Representative,Ras Smith,Dem,2796,,4209,7005,62,,
Black Hawk,State Representative,Sandy Salmon,Rep,472,,1355,1827,63,,
Bremer,State Representative,Sandy Salmon,Rep,2048,,4184,6232,63,,
Black Hawk,State Representative,Eric Stromberg,Dem,399,,668,1067,63,,
Bremer,State Representative,Eric Stromberg,Dem,2082,,3019,5101,63,,
Buchanan,State Representative,Bruce Bearinger,Dem,2102,,3579,5681,64,,
Fayette,State Representative,Bruce Bearinger,Dem,1162,,2165,3327,64,,
Linn,State Representative,George M. Olmsted,Rep,1330,,2626,3956,65,,
Linn,State Representative,Liz Bennett,Dem,4037,,4965,9002,65,,
Linn,State Representative,Teresa Daubitz,Rep,1842,,3729,5571,66,,
Linn,State Representative,Art Staed,Dem,3640,,5085,8725,66,,
Linn,State Representative,Ashley Hinson,Rep,2623,,5970,8593,67,,
Linn,State Representative,Eric Gjerde,Dem,3091,,4841,7932,67,,
Linn,State Representative,Randy Ray,Rep,2299,,4680,6979,68,,
Linn,State Representative,Molly Donahue,Dem,3656,,4952,8608,68,,
Linn,State Representative,Kirsten Running-Marquardt,Dem,3519,,4757,8276,69,,
Linn,State Representative,Joshua Henderson,Ind,814,,1813,2627,69,,
Linn,State Representative,Tracy Ehlert,Dem,3884,,5480,9364,70,,
Linn,State Representative,Myra Maejka,Lib,802,,1962,2764,70,,
Marshall,State Representative,James Perez,Rep,1807,,2365,4172,71,,
Marshall,State Representative,Mark Smith,Dem,3112,,2756,5868,71,,
Black Hawk,State Representative,Dean Fisher,Rep,230,,579,809,72,,
Marshall,State Representative,Dean Fisher,Rep,818,,1939,2757,72,,
Tama,State Representative,Dean Fisher,Rep,1125,,3017,4142,72,,
Black Hawk,State Representative,Mindy Benson,Dem,188,,322,510,72,,
Marshall,State Representative,Mindy Benson,Dem,588,,1052,1640,72,,
Tama,State Representative,Mindy Benson,Dem,926,,2167,3093,72,,
Cedar,State Representative,Bobby Kaufmann,Rep,1613,,3288,4901,73,,
Johnson,State Representative,Bobby Kaufmann,Rep,736,,1696,2432,73,,
Muscatine,State Representative,Bobby Kaufmann,Rep,168,,503,671,73,,
Cedar,State Representative,Jodi Clemens,Dem,1325,,1783,3108,73,,
Johnson,State Representative,Jodi Clemens,Dem,1437,,1399,2836,73,,
Muscatine,State Representative,Jodi Clemens,Dem,134,,271,405,73,,
Johnson,State Representative,Dave Jacoby,Dem,7240,,5274,12514,74,,
Benton,State Representative,Thomas Gerhold,Rep,1805,,5071,6876,75,,
Iowa,State Representative,Thomas Gerhold,Rep,319,,709,1028,75,,
Benton,State Representative,Paula Denison,Dem,1360,,2845,4205,75,,
Iowa,State Representative,Paula Denison,Dem,313,,400,713,75,,
Benton,State Representative,John George,Lib,57,,211,268,75,,
Iowa,State Representative,John George,Lib,22,,52,74,75,,
Iowa,State Representative,David Maxwell,Rep,1043,,2561,3604,76,,
Poweshiek,State Representative,David Maxwell,Rep,1679,,2785,4464,76,,
Iowa,State Representative,Ann Egley,Dem,745,,1275,2020,76,,
Poweshiek,State Representative,Ann Egley,Dem,2119,,1592,3711,76,,
Johnson,State Representative,Amy Nielsen,Dem,5101,,7229,12330,77,,
Keokuk,State Representative,Jarad Klein,Rep,742,,2070,2812,78,,
Washington,State Representative,Jarad Klein,Rep,1810,,3144,4954,78,,
Keokuk,State Representative,Kimberly K. Davis,Dem,381,,774,1155,78,,
Washington,State Representative,Kimberly K. Davis,Dem,1546,,1668,3214,78,,
Mahaska,State Representative,Dustin D. Hite,Rep,2088,,2581,4669,79,,
Marion,State Representative,Dustin D. Hite,Rep,1779,,2738,4517,79,,
Mahaska,State Representative,Samantha Keith,Dem,808,,746,1554,79,,
Marion,State Representative,Samantha Keith,Dem,598,,826,1424,79,,
Mahaska,State Representative,Nicholas Ryan,Lib,96,,199,295,79,,
Marion,State Representative,Nicholas Ryan,Lib,29,,103,132,79,,
Appanoose,State Representative,Holly Brink,Rep,935,,1870,2805,80,,
Mahaska,State Representative,Holly Brink,Rep,595,,833,1428,80,,
Monroe,State Representative,Holly Brink,Rep,726,,1292,2018,80,,
Wapello,State Representative,Holly Brink,Rep,432,,947,1379,80,,
Appanoose,State Representative,Susan McDanel,Dem,1000,,1203,2203,80,,
Mahaska,State Representative,Susan McDanel,Dem,228,,190,418,80,,
Monroe,State Representative,Susan McDanel,Dem,534,,569,1103,80,,
Wapello,State Representative,Susan McDanel,Dem,269,,398,667,80,,
Wapello,State Representative,Cherielynn Westrich,Dem,1615,,2886,4501,81,,
Wapello,State Representative,Mary Gaskill,Rep,2599,,2773,5372,81,,
Davis,State Representative,Jeff Shipley,Rep,697,,1301,1998,82,,
Jefferson,State Representative,Jeff Shipley,Rep,1002,,1343,2345,82,,
Van Buren,State Representative,Jeff Shipley,Rep,453,,1324,1777,82,,
Davis,State Representative,Phil Miller,Dem,448,,623,1071,82,,
Jefferson,State Representative,Phil Miller,Dem,2724,,1207,3931,82,,
Van Buren,State Representative,Phil Miller,Dem,332,,749,1081,82,,
Lee,State Representative,Jeffrey D. Reichman,Rep,1904,,2801,4705,83,,
Lee,State Representative,Jeff Kurtz,Dem,2620,,2932,5552,83,,
Henry,State Representative,Joe Mitchell,Rep,1972,,2551,4523,84,,
Jefferson,State Representative,Joe Mitchell,Rep,149,,367,516,84,,
Lee,State Representative,Joe Mitchell,Rep,516,,787,1303,84,,
Washington,State Representative,Joe Mitchell,Rep,299,,341,640,84,,
Henry,State Representative,Jason Moats,Dem,1455,,1404,2859,84,,
Jefferson,State Representative,Jason Moats,Dem,113,,115,228,84,,
Lee,State Representative,Jason Moats,Dem,496,,484,980,84,,
Washington,State Representative,Jason Moats,Dem,117,,105,222,84,,
Johnson,State Representative,Vicki Lensing,Dem,8079,,6104,14183,85,,
Johnson,State Representative,Mary Mascher,Dem,6693,,5207,11900,86,,
Des Moines,State Representative,Tim Goodwin,Rep,1881,,2715,4596,87,,
Des Moines,State Representative,Dennis M. Cohoon,Dem,3111,,2899,6010,87,,
Des Moines,State Representative,David Kerr,Rep,861,,1489,2350,88,,
Louisa,State Representative,David Kerr,Rep,765,,1584,2349,88,,
Muscatine,State Representative,David Kerr,Rep,473,,1107,1580,88,,
Des Moines,State Representative,Lanny Hillyard,Dem,888,,1140,2028,88,,
Louisa,State Representative,Lanny Hillyard,Dem,526,,857,1383,88,,
Muscatine,State Representative,Lanny Hillyard,Dem,553,,1001,1554,88,,
Des Moines,State Representative,Corey Gingerich,Ind,14,,36,50,88,,
Louisa,State Representative,Corey Gingerich,Ind,18,,37,55,88,,
Muscatine,State Representative,Corey Gingerich,Ind,29,,80,109,88,,
Scott,State Representative,Monica Kurth,Dem,3913,,4348,8261,89,,
Scott,State Representative,Cindy Winckler,Dem,2739,,3396,6135,90,,
Muscatine,State Representative,Gary Carlson,Rep,2590,,3079,5669,91,,
Muscatine,State Representative,Laura J. Liegois,Dem,2495,,2385,4880,91,,
Scott,State Representative,Ross Paustian,Rep,2359,,4193,6552,92,,
Scott,State Representative,Jean Simpson,Dem,2799,,3112,5911,92,,
Scott,State Representative,Phyllis Thede,Dem,4697,,4963,9660,93,,
Scott,State Representative,Gary Mohr,Rep,4288,,4938,9226,94,,
Scott,State Representative,Joan Marttila,Dem,4453,,3119,7572,94,,
Buchanan,State Representative,Louis J. Zumbach,Rep,121,,370,491,95,,
Linn,State Representative,Louis J. Zumbach,Rep,1889,,5847,7736,95,,
Buchanan,State Representative,Christian Andrews,Dem,104,,199,303,95,,
Linn,State Representative,Christian Andrews,Dem,2170,,4556,6726,95,,
Delaware,State Representative,Lee Hein,Rep,1675,,3193,4868,96,,
Jones,State Representative,Lee Hein,Rep,1018,,1835,2853,96,,
Delaware,State Representative,Reenie Montgomery,Dem,1019,,1573,2592,96,,
Jones,State Representative,Reenie Montgomery,Dem,852,,1185,2037,96,,
Clinton,State Representative,Norlin Mommsen,Rep,1360,,2695,4055,97,,
Scott,State Representative,Norlin Mommsen,Rep,1080,,2445,3525,97,,
Clinton,State Representative,Tim McClimon,Dem,1612,,2267,3879,97,,
Scott,State Representative,Tim McClimon,Dem,1055,,1388,2443,97,,
Clinton,State Representative,David Melchert Jr.,Lib,43,,122,165,97,,
Scott,State Representative,David Melchert Jr.,Lib,52,,142,194,97,,
Clinton,State Representative,Mary Wolfe,Dem,3975,,3639,7614,98,,
Dubuque,State Representative,Pauline Chilton,Rep,2388,,3176,5564,99,,
Dubuque,State Representative,Lindsay James,Dem,4809,,3667,8476,99,,
Dubuque,State Representative,Hank Linden,Rep,1502,,2513,4015,100,,
Dubuque,State Representative,Charles Isenhart,Dem,3627,,3172,6799,100,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
